,wavelength,flux_spec
758,151216.7810591194,556150782503.7273
759,150383.43099713066,553381483461.8306
760,149554.67349637055,551319327731.7286
761,148730.4832474049,549919648480.2112
762,147910.8350802786,549516080040.1163
763,147095.7039637476,549943109486.8768
764,146285.06500451366,552323921159.9952
765,145478.8934464649,557543085483.6198
766,144677.1646699195,565724085717.8486
767,143879.8541908736,582764591553.9594
768,143086.93766025375,603876585462.5452
769,142298.39086317355,626464416016.9521
770,141514.18971819372,632259368615.0769
771,140734.310276587,618128635206.5974
772,139958.7287216068,610315452799.7211
773,139187.42136775953,608443157311.9923
774,138420.3646600815,621390541269.3097
775,137657.5351734197,644979637795.939
776,136898.90961171602,681089655542.6572
777,136144.4648072964,720884400856.1118
778,135394.17772016267,756598222685.7983
779,134648.0254372894,769151188990.0924
780,133905.98517192394,761097919065.4484
781,133168.03426289046,737600861066.8226
782,132434.15017389826,721602554721.1145
783,131704.31049285328,714701282281.191
784,130978.49293117344,730870179181.0645
785,130256.67532310847,766208456653.1984
786,129538.83562506246,824232704186.4358
787,128824.95191492123,912560462775.681
788,128115.00239138246,1022957612732.9554
789,127408.96537328982,1157935695239.6445
790,126706.81929897124,1243810339034.3184
791,126008.54272558018,1273761780703.838
792,125314.11432844066,1206031498933.5076
793,124623.51290039654,1111245914515.1296
794,123936.71735116316,1008126895356.9545
795,123253.70670668388,941048174082.4949
796,122574.4601084892,908956587504.7194
797,121898.95681305985,917647411860.0996
798,121227.1761911935,938680034119.3326
799,120559.09772737438,967979422303.7443
800,119894.70101914706,973035099976.6508
801,119233.96577649326,947182523567.5356
802,118576.87182121216,899791016912.5111
803,117923.39908630449,854032830478.4435
804,117273.52761535921,835084084640.2849
805,116627.23756194455,850707428700.0029
806,115984.50918900144,917224125200.3298
807,115345.32286824122,1055936912592.4739
808,114709.6590795458,1251549515498.938
809,114077.49841037196,1546393783163.2844
810,113448.82155515815,1840579815047.8066
811,112823.60931473506,2104923286555.4736
812,112201.84259573933,1859698813051.4124
813,111583.50241003031,1443533688035.124
814,110968.56987411046,985190831488.6746
815,110357.02620854841,742234700955.7546
816,109748.85273740545,613484274118.622
817,109144.03088766545,529573129734.94635
818,108542.54218866727,469647146569.8327
819,107944.36827154111,431347680200.8784
820,107349.49086864722,401292228787.0023
821,106757.89181301813,377992165536.10895
822,106169.5530378039,358737125732.5171
823,105584.45657572016,342342813106.0453
824,105002.58455849996,329952962557.08575
825,104423.91921634726,319390069493.69745
826,103848.44287739499,310641350255.7951
827,103276.137967165,304293490122.9569
828,102706.98700803141,298818092127.9269
829,102140.97261868684,294188942455.2244
830,101578.07751361185,290554458298.5145
831,101018.28450254672,287636938609.4666
832,100461.57648996657,285151533588.9016
833,99907.9364745593,283808084414.78906
834,99357.34754870666,281987033701.3488
835,98809.79289796732,281051347048.3691
836,98265.255800564,280156650196.1598
837,97723.71962687217,279824992970.28674
838,97185.16783891294,280412140477.2271
839,96649.58398984747,281602549797.714
840,96116.95172347459,282519228723.78284
841,95587.25477373194,284367172550.7176
842,95060.47696419843,287139017563.9879
843,94536.60220760095,290415142596.60333
844,94015.61450532274,294707166883.5019
845,93497.49794691447,299989101485.6939
846,92982.2367096092,306293521924.1252
847,92469.81505783816,314206271998.2318
848,91960.21734275116,323363193764.2848
849,91453.42800173808,335233574129.021
850,90949.43155795358,349213067068.0228
851,90448.21261984496,366736063335.18945
852,89949.75588068149,389838063963.08057
853,89454.0461180875,418248893421.2809
854,88961.06819357726,456184051794.1291
855,88470.80705209241,505976872384.50494
856,87983.24772154282,570553278801.726
857,87498.37531234865,655957267014.5061
858,87016.1750169862,752998543423.9031
859,86536.63210953555,841502795838.4213
860,86059.73194523044,882916650019.1964
861,85585.45996001178,869166779538.652
862,85113.80167008209,818342225229.4285
863,84644.74267146386,766397834971.1016
864,84178.26863955928,734539610766.4764
865,83714.3653287127,719005775176.5131
866,83253.01857177609,718614521137.1017
867,82794.21427967557,731413082812.8486
868,82337.93844098209,753211251173.4497
869,81884.17712148285,792578450367.3358
870,81432.91646375593,850305272705.6818
871,80984.14268674728,929860883781.8485
872,80537.84208534958,1038561539941.5896
873,80094.00102998404,1169589254503.906
874,79652.60596618372,1321973330052.9028
875,79213.64341418007,1470099602399.0486
876,78777.09996849102,1602749830966.7378
877,78342.96229751142,1671251099860.0828
878,77911.21714310635,1707941888682.4514
879,77481.85132020575,1713867272377.7925
880,77054.85171640215,1727351556127.9294
881,76630.20529155008,1749902585444.164
882,76207.89907736768,1732291597009.1204
883,75787.920177041,1672260356357.2268
884,75370.25576482971,1524692837499.2559
885,74954.89308567588,1361789544484.2297
886,74541.81945481422,1195074940192.717
887,74131.02225738454,1059106751609.0576
888,73722.48894804687,946266427103.4836
889,73316.2070505979,858116344911.7715
890,72912.16415759047,784535519662.575
891,72510.34792995433,722824723061.5721
892,72110.74609661923,671223741498.4097
893,71713.34645414057,632830738207.5167
894,71318.13686632625,589617385588.1893
895,70925.10526386646,557841084323.9321
896,70534.23964396487,532047306468.2336
897,70145.52806997197,512347494984.3733
898,69758.95867102091,496217990356.0081
899,69374.51964166449,486272864013.65436
900,68992.1992415151,479907394768.1773
901,68611.98579488599,477384335956.9176
902,68233.86769043442,478022412390.7368
903,67857.83338080764,479921601065.8438
904,67483.87138228965,482114870270.69635
905,67111.97027445106,481580166110.2172
906,66742.1186997999,481635426560.239
907,66374.30536343483,471211609092.91064
908,66008.5190327005,463347254947.0635
909,65644.74853684405,456804429392.3196
910,65282.98276667454,455689176551.29553
911,64923.210674223024,460599671277.4536
912,64565.42127240574,479628112752.3944
913,64209.60363468836,510929365252.1848
914,63855.74689475205,567199678370.9911
915,63503.84024616212,658210088622.9698
916,63153.87294203747,796627835150.109
917,62805.8342947229,980568265505.9615
918,62459.713675462444,1155694831769.702
919,62115.50051407461,1172633568814.244
920,61773.1842986301,1048313571539.2413
921,61432.75457513014,827666273366.9509
922,61094.200947187805,658334260378.3657
923,60757.51307571021,536048113541.4093
924,60422.680678582714,456387213745.02673
925,60089.69353035524,406977901435.30426
926,59758.5414619295,373312381092.04065
927,59429.21436024895,351194994355.3097
928,59101.702167989766,335889166325.67596
929,58775.99488325343,327734232203.6455
930,58452.08255926172,324787972557.4253
931,58129.95530405258,326155615176.6262
932,57809.60328017833,334103906566.23627
933,57491.01670440509,343576211100.50836
934,57174.18584741387,351447162150.68365
935,56859.10103350379,347541800134.4536
936,56545.75264029622,333788096095.07294
937,56234.1310984412,315507063854.2811
938,55924.22689132517,298983860287.65485
939,55616.030554780096,288691053483.4413
940,55309.53267679478,282359052294.93695
941,55004.72389722714,277661624905.6603
942,54701.59490751858,274745155878.2401
943,54400.13645040967,273750023227.97653
944,54100.3393196572,276664348027.0047
945,53802.194359753456,281297993206.0152
946,53505.69246564618,286165602143.3144
947,53210.82458246086,291383701637.0536
948,52917.58170522408,297731945556.1014
949,52625.954878588316,299817305459.86993
950,52335.93519655885,294108058248.41064
951,52047.5138022214,285389897035.6783
952,51760.68188747195,279418594253.5934
953,51475.43069274744,273783364851.82773
954,51191.751506758614,273115449263.96796
955,50909.635666223796,269906002106.90558
956,50629.07455560414,268783832928.04294
957,50350.05960684097,269297020583.22968
958,50072.58229909366,270493589803.7233
959,49796.634158479705,269661167875.88507
960,49522.206757815955,268151344416.84955
961,49249.29171636091,270097943753.78305
962,48977.88069955926,271678956030.4539
963,48707.96541878695,272839035186.8933
964,48439.537631098334,275820125201.3099
965,48172.589138974334,276108452168.83154
966,47907.111790071955,276494511816.20245
967,47643.09747697568,277098625003.1219
968,47380.538136949435,277457535670.36224
969,47119.42575169073,275787018727.8097
970,46859.75234708565,278428396179.00714
971,46601.509992965206,280415477233.1789
972,46344.69080286342,281829032092.096
973,46089.28693377617,283414964439.81757
974,45835.29058592199,282088794653.835
975,45582.6940025037,286439898730.3245
976,45331.4894694714,288899198068.9704
977,45081.66931528724,292031668711.9274
978,44833.22591069072,293052308886.9629
979,44586.15166846607,297011869934.9059
980,44340.43904321038,303738290027.6615
981,44096.080531103034,309417793890.79
982,43853.06866967685,318969318867.46735
983,43611.396037589904,324447948759.4696
984,43371.05525439908,331984200710.3082
985,43132.03898033465,329949973444.88257
986,42894.33991607595,342742641719.717
987,42657.95080252877,358426259759.1779
988,42422.864420603306,365035748349.79297
989,42189.0735909941,367194056997.2356
990,41956.57117396038,369743374514.963
991,41725.35006910834,373898224543.4298
992,41495.40321517421,380589310822.6383
993,41266.72358980846,381797139841.9535
994,41039.30420936158,385439427139.4863
995,40813.138128670595,388704486869.26245
996,40588.21844084714,394186904039.53546
997,40364.53827706647,397837410862.7716
998,40142.09080635757,400769265387.2222
999,39920.8692353948,404629158094.72375
1000,39700.86680829012,410927474031.814
1001,39482.07680638707,412753711993.3968
1002,39264.49254805545,416926584073.70844
1003,39048.10738848716,421190926268.6662
1004,38832.91471949355,421619570432.3134
1005,38618.90796930327,427777159895.3769
1006,38406.08060236193,430740951588.5085
1007,38194.42611913227,433585936545.86017
1008,37983.938055895684,435673427211.9841
1009,37774.60998455499,440338880795.5697
1010,37566.43551243788,439360414250.3521
1011,37359.40828210192,440087933609.69183
1012,37153.52197114032,442444069322.4558
1013,36948.77029198874,448411753621.24176
1014,36745.14699173348,455042627324.3585
1015,36542.64585192034,458274777507.43756
1016,36341.2606883648,461003476276.5697
1017,36140.98535096322,464191788337.961
1018,35941.81372350485,466490090301.8355
1019,35743.739723485254,470306328680.90344
1020,35546.75730192033,476922554538.09595
1021,35350.860443161815,477861806818.87384
1022,35156.04316471344,479564155895.2542
1023,34962.299517048166,486764764877.0884
1024,34769.623583426706,494106981018.057
1025,34578.009479716566,499886703730.5139
1026,34387.45135421262,507719536965.7356
1027,34197.943387458145,510555653415.9042
1028,34009.47979206733,524111775300.8926
1029,33822.05481254842,563992143770.9971
1030,33635.66272512786,560970862562.306
1031,33450.297837575774,608540011905.1451
1032,33265.954489031734,739425988217.9764
1033,33082.62704983229,911385528934.1815
1034,32900.30992133882,848530664425.6019
1035,32718.997535766484,719804535050.0767
1036,32538.684356014444,619604876808.2948
1037,32359.364875496496,578226148645.0521
1038,32181.03361797309,563439659107.1782
1039,32003.685137384076,555173951583.6384
1040,31827.3140176822,552679395861.2996
1041,31651.914872668014,548443148704.1882
1042,31477.482345825054,548237842799.8197
1043,31304.01111015651,549722952126.041
1044,31131.49586802248,548621432909.4503
1045,30959.931350978048,554009882926.1959
1046,30789.31231961264,557770065748.0452
1047,30619.633563389747,561313155514.9595
1048,30450.88990048801,561789115883.0614
1049,30283.076177642928,562398482112.5444
1050,30116.187269989325,570251092136.0892
1051,29950.218080905102,573513005261.0161
1052,29785.16354185535,570606705066.7827
1053,29621.018612237734,576039559534.2906
1054,29457.778279228503,581331783909.1345
1055,29295.43755762929,582396986348.3762
1056,29133.991489715103,590094486742.2614
1057,28973.435145082665,590817385603.1829
1058,28813.76362050007,593021114553.2445
1059,28654.972039756904,588251692487.6757
1060,28497.055553515325,595203563526.6119
1061,28340.0093391621,603586898220.78
1062,28183.828600661123,599394190418.916
1063,28028.508568407186,597469717296.7119
1064,27874.04449908009,604989409877.9681
1065,27720.43167549998,607542099385.3754
1066,27567.665406483193,610645710067.5344
1067,27415.741026698928,613339830953.5784
1068,27264.65389652697,613216531511.4186
1069,27114.399401915747,615542883653.9438
1070,26964.97295424165,618337273100.6252
1071,26816.3699901688,623139159689.5831
1072,26668.585971509627,617326985992.956
1073,26521.616385086425,616017783095.028
1074,26375.456742593342,621377722976.8877
1075,26230.102580459512,624461186639.5659
1076,26085.549459712624,633387861395.9938
1077,25941.79296584331,630004450439.2043
1078,25798.828708670488,619061743146.3264
1079,25656.652322207105,617145617086.3226
1080,25515.259464527,610180840705.9016
1081,25374.645817632165,611154252712.7191
1082,25234.807087320878,595129953450.3326
1083,25095.739003056682,595854164555.7181
1084,24957.43731783779,586822736809.5017
1085,24819.89780806757,603483951574.032
1086,24683.116273425472,636935093544.1716
1087,24547.088536738665,635473578242.1849
1088,24411.810443854683,638101611652.4963
1089,24277.277863514337,655468797229.1079
1090,24143.48668722571,644778333297.8535
1091,24010.432829138656,676633658002.9078
1092,23878.1122259199,658935325929.5454
1093,23746.52083662917,686280551981.3245
1094,23615.654642595542,690292574957.4784
1095,23485.509647294926,699123273750.4601
1096,23356.081876227927,732978601150.2767
1097,23227.367376798393,726364687903.0992
1098,23099.362218192877,781033523898.9694
1099,22972.062491260407,753266488683.1119
1100,22845.464308393293,842962424594.6785
1101,22719.563803408204,853837047167.0712
1102,22594.35713142828,857857868457.149
1103,22469.84046876564,877773658943.1831
1104,22346.010012804512,873943028261.9409
1105,22222.86198188532,874692284308.1045
1106,22100.392615188957,886850744672.3812
1107,21978.598172622136,890789134923.086
1108,21857.474934703074,900271872826.7623
1109,21737.019202447857,902467721566.3668
1110,21617.22729725761,900940573069.0212
1111,21498.095560805996,911204733605.913
1112,21379.62035492766,920498869789.9862
1113,21261.79806150702,919231297996.921
1114,21144.625082367736,915800321560.6234
1115,21028.09783916296,926856955179.2299
1116,20912.21277326593,916678654773.4137
1117,20796.96634566137,925578103886.9728
1118,20682.35503683741,925986887125.5499
1119,20568.375346677993,920942342543.3656
1120,20455.023794356173,928130376089.0758
1121,20342.296918227625,920277035692.6788
1122,20230.19127572508,927958607777.8887
1123,20118.703443253118,936053434964.9338
1124,20007.830016083586,929918254490.7114
1125,19897.567608251728,936251299341.6816
1126,19787.91285245263,937163039008.1382
1127,19678.862399938545,942968434161.0177
1128,19570.41292041654,954097349013.9397
1129,19462.561101946743,957164819665.7645
1130,19355.303650841335,965893776945.8119
1131,19248.637291563828,983624838532.47
1132,19142.55876662913,988253101864.212
1133,19037.064836504036,996359761732.4834
1134,18932.15227950824,984871305300.7782
1135,18827.81789171607,995514748829.0615
1136,18724.05848685847,991401594686.0104
1137,18620.87089622589,1014350266066.129
1138,18518.251968571385,1028094275506.2712
1139,18416.19857001438,1029228481176.4475
1140,18314.707583945077,1028534662693.8346
1141,18213.7759109291,1039408414374.5797
1142,18113.400468613036,1027460859391.4817
1143,18013.578191630135,1043105086758.199
1144,17914.306031506803,1056704245359.9435
1145,17815.580956569498,1053018726945.9459
1146,17717.399951852047,1064392079768.3152
1147,17619.760019003712,1079347332036.4402
1148,17522.658176197492,1088775881345.853
1149,17426.091458039187,1106755125549.9102
1150,17330.05691547675,1105158235768.8213
1151,17234.55161571021,1124603888656.2698
1152,17139.572642102223,1141194360690.3103
1153,17045.11709408885,1145134690346.2764
1154,16951.182087091103,1149843285114.282
1155,16857.7647524268,1138934304704.1008
1156,16764.862237222915,1138164655183.104
1157,16672.471704328567,1144084958193.2737
1158,16580.59033222822,1147902068773.2476
1159,16489.21531495569,1133054454936.164
1160,16398.343862008347,1149862013017.32
1161,16307.97319826187,1139111052248.1829
1162,16218.100563885615,1119651936499.2961
1163,16128.72321425819,1134691729657.2656
1164,16039.838419883767,1110331520982.5312
1165,15951.443466308656,1108211173337.6135
1166,15863.53565403839,1091813999671.5317
1167,15776.112298455364,1070511691936.6104
1168,15689.170729736745,1095722536455.5458
1169,15602.708292773035,1078695511400.3118
1170,15516.722347086954,1102877249992.96
1171,15431.210266752747,1071231377595.5844
1172,15346.169440316091,1071390160087.1627
1173,15261.59727071424,1050545343152.6562
1174,15177.491175196797,1042048625986.6989
1175,15093.84858524683,1025662778589.9801
1176,15010.666946502335,1007267456893.2853
1177,14927.943718678378,1004291745978.8054
1178,14845.676375489382,987827207418.8612
1179,14763.86240457209,990471115891.7925
1180,14682.499307408723,966310519314.3049
1181,14601.584599250798,957966091980.1572
1182,14521.115809043176,972651821261.9219
1183,14441.090479348577,951101790200.1108
1184,14361.506166272608,959808377809.2578
1185,14282.36043938905,938565078065.5737
1186,14203.650881665702,945592614043.593
1187,14125.37508939055,929135623977.6698
1188,14047.530672098284,926706209482.4297
1189,13970.11525249744,928201545452.3982
1190,13893.126466397654,947599903068.9233
1191,13816.561962637557,939852952029.9594
1192,13740.419403012958,939824519568.078
1193,13664.696462205373,931627018258.6676
1194,13589.390827711122,925838880259.1783
1195,13514.500199770593,934193920210.8436
1196,13440.022291298097,928746807079.4604
1197,13365.954827811996,924041237909.4697
1198,13292.295547365191,945397035181.9751
1199,13219.042200476151,955740671805.3263
1200,13146.192550060086,930246635980.8237
1201,13073.74437136075,945725155925.2112
1202,13001.695451882444,944066877285.7288
1203,12930.043591322406,931688971649.2134
1204,12858.786601503716,925973262083.2693
1205,12787.922306308368,922064792169.2667
1206,12717.448541610895,921199389477.6337
1207,12647.36315521224,923765759476.7659
1208,12577.66400677401,919119400730.0293
1209,12508.348967753178,917269791254.9121
1210,12439.415921336988,921459836661.6931
1211,12370.862762378409,910057903462.9927
1212,12302.687397331783,907116530656.5458
1213,12234.887744188876,911890908095.1025
1214,12167.461732415371,905530939844.7892
1215,12100.407302887537,903558307257.5118
1216,12033.722407829448,899351855212.3625
1217,11967.40501075035,891256388091.5266
1218,11901.453086382546,885172628364.402
1219,11835.864620619514,886796982890.5134
1220,11770.637610454365,880410396110.7612
1221,11705.77006391875,891840559701.9037
1222,11641.260000021943,873631226693.1533
1223,11577.105448690412,870248022145.8187
1224,11513.304450707634,870623035853.402
1225,11449.855057654213,868238276033.1387
1226,11386.755331848473,852276942595.5073
1227,11324.003346287178,854611592408.8529
1228,11261.597184586773,845723145878.523
1229,11199.534940924827,852908714937.0536
1230,11137.814719981778,834857078778.2573
1231,11076.434636883154,851060900553.1964
1232,11015.392817141914,849216322743.5258
1233,10954.68739660127,835155994518.3398
1234,10894.316521377741,838172890772.9635
1235,10834.27834780449,843696335831.7802
1236,10774.571042375106,840282317865.8835
1237,10715.19278168752,845056407315.2574
1238,10656.141752388396,833824618816.2322
1239,10597.41615111772,826821091227.2133
1240,10539.014184453701,829964084353.3455
1241,10480.934068858069,821734237826.7155
1242,10423.174030621509,834500803979.0564
1243,10365.732305809617,822150720743.5358
1244,10308.607140208935,830027434338.6487
1245,10251.796789273394,827041137569.8975
1246,10195.299518071093,833493129778.741
1247,10139.113601231234,828702209215.903
1248,10083.2373228915,814393638204.5245
1249,10027.668976645638,807151434147.382
1250,9972.406865491299,814520501053.233
1251,9917.449301778286,805409309702.7067
1252,9862.794607156948,792244004723.3253
1253,9808.441112526998,789115302639.1035
1254,9754.387157986446,777106810833.5387
1255,9700.631092781006,793592497032.9026
1256,9647.17127525363,784769829504.5125
1257,9594.006072794344,796630912480.7911
1258,9541.133861790484,773743655420.6349
1259,9488.553027576998,771306563490.4663
1260,9436.261964387231,760261197826.378
1261,9384.259075303851,749650803806.5892
1262,9332.542772210043,759800955839.4375
1263,9281.111475741087,752686641846.0262
1264,9229.96361523604,732390097864.9562
1265,9179.09762868985,756901614244.5702
1266,9128.51196270561,746522634577.3898
1267,9078.205072447103,760541618888.2454
1268,9028.175421591672,731524299719.5471
1269,8978.421482283258,724164401722.9979
1270,8928.941735085777,727721300008.1707
1271,8879.734668936697,714525734120.3821
1272,8830.798781100879,706213038562.6567
1273,8782.132577124732,718409245899.7656
1274,8733.734570790502,701454188009.8181
1275,8685.603284070967,676773619803.9028
1276,8637.737247084238,672848869084.5177
1277,8590.134998048889,672813459654.6359
1278,8542.795083239325,641452549055.9265
1279,8495.716056941365,636305176753.9666
1280,8448.896481408123,639280171516.3903
1281,8402.334926816082,643477072505.5299
1282,8356.029971221402,646673510321.3966
1283,8309.980200516562,650794551750.1285
1284,8264.184208387098,657019152589.2115
1285,8218.64059626872,642755431596.21
1286,8173.34797330457,650024654717.8765
1287,8128.30495630273,640456553690.3268
1288,8083.510169694034,623598063432.9324
1289,8038.9622454899845,612689010883.8662
1290,7994.659823241067,602461930029.6425
1291,7950.601549995105,590253411039.9336
1292,7906.786080256027,586076705288.4341
1293,7863.2120759427335,590508938622.9408
1294,7819.8782063482195,575197515362.9073
1295,7776.78314809899,580449421614.522
1296,7733.9255851145745,566100141991.7495
1297,7691.304208567401,569997375747.9336
1298,7648.917716842801,565126065141.8259
1299,7606.764815499226,584319961211.3656
1300,7564.844217228779,589799309622.727
1301,7523.1546418178405,581173534751.5006
1302,7481.694816108027,568674172956.8015
1303,7440.463473957278,554340113285.532
1304,7399.45935620117,530759739057.12286
1305,7358.681210614523,524693993903.9799
1306,7318.127791873095,514930674400.2526
1307,7277.797861515597,512759291552.9481
1308,7237.690187905854,508597298541.1044
1309,7197.803546195177,486564977978.31903
1310,7158.1367182849945,476675279087.73517
1311,7118.688492789604,473301151976.65906
1312,7079.457664999228,470863756820.9314
1313,7040.4430368432,488438176927.5191
1314,7001.643416853352,476658206148.93176
1315,6963.057620127682,470763021264.1051
1316,6924.6844682941155,462305699719.90607
1317,6886.522789474555,456456699435.7054
1318,6848.571418249088,458159801440.8323
1319,6810.829195620364,450878564193.5931
1320,6773.294968978245,460073771164.9159
1321,6735.9675920645695,447837381375.09753
1322,6698.845924938175,446086980660.4436
1323,6661.928833940073,437783784364.2486
1324,6625.215191658807,436966437303.6238
1325,6588.703876896071,441735411012.2608
1326,6552.393774632419,407289671486.2914
1327,6516.283775993253,439640558618.7883
1328,6480.372778214919,427930529566.456
1329,6444.659684611078,427546534034.2979
1330,6409.143404539182,429085968553.89246
1331,6373.822853367156,420075042635.8329
1332,6338.696952440314,417955309671.5562
1333,6303.764629048382,404313128667.7941
1334,6269.024816392757,398381434720.80365
1335,6234.476453553935,390244550542.5526
1336,6200.118485459073,399195059399.3745
1337,6165.949862849827,390578970997.33344
1338,6131.969542250242,397750007233.63965
1339,6098.176485934953,400624304519.42914
1340,6064.56966189745,402074452121.3714
1341,6031.148043818555,391701700573.16205
1342,5997.910611035128,383591223707.2953
1343,5964.856348508832,383835226647.636
1344,5931.984246795195,376240608537.00726
1345,5899.293302012752,355134542698.7708
1346,5866.782515812373,370279201976.1938
1347,5834.45089534682,382406504362.41846
1348,5802.297453240371,372251852390.6251
1349,5770.321207558717,369983019235.8344
1350,5738.5211817789495,365225709530.7765
1351,5706.896404759725,348772386607.15314
1352,5675.445910711647,345575342832.0763
1353,5644.168739167727,341519091608.6907
1354,5613.063934954087,339715933894.87256
1355,5582.130548160782,331190376145.3574
1356,5551.367634112765,344901204564.91
1357,5520.774253341085,331370847081.7406
1358,5490.349471554139,330828473627.2565
1359,5460.092359609194,317894974884.90564
1360,5430.001993483988,316852541944.90314
1361,5400.077454248492,302378363571.7088
1362,5370.317828036887,316176163032.5331
1363,5340.722206019616,308429636053.1182
1364,5311.2896843756635,310697246346.0045
1365,5282.0193642649365,294968901759.8847
1366,5252.910351800801,297066713099.1464
1367,5223.961758022822,286743385009.6842
1368,5195.17269886957,265071241911.3768
1369,5166.542295151665,256785524059.94327
1370,5138.069672524886,271889927329.54733
1371,5109.753961463509,274669561290.01025
1372,5081.594297233735,277337647953.0055
1373,5053.589819867256,277693061902.55566
1374,5025.73967413505,260416427707.36694
1375,4998.043009521202,261902576450.79562
1376,4970.49898019698,277370136795.6926
1377,4943.106744994973,269239946319.40125
1378,4915.865467383407,259891084188.5556
1379,4888.77431544062,255122087366.08737
1380,4861.832461829618,231979150510.7996
1381,4835.039083772848,250905590558.73773
1382,4808.39336302705,256662046271.60046
1383,4781.894485858262,260757521260.74213
1384,4755.541643016996,247360045362.46982
1385,4729.334029713488,247847281504.9118
1386,4703.270845593158,242985018827.01917
1387,4677.351294712148,234720687782.44058
1388,4651.574585513003,234594866444.9583
1389,4625.9399308005295,239844051243.05685
1390,4600.446547717723,224472695437.58673
1391,4575.093657721884,226411639388.65375
1392,4549.880486560835,221959649980.9265
1393,4524.8062642492605,212326910441.69543
1394,4499.870225045221,217412456293.74292
1395,4475.0716074267375,208232765251.28516
1396,4450.409654068564,202353416291.11407
1397,4425.883611819039,198177471449.8876
1398,4401.492731677088,187588286313.0782
1399,4377.236268769366,179749735923.7765
1400,4353.113482327481,172650694522.5724
1401,4329.123635665398,175860751128.93484
1402,4305.265996156938,145318010768.83783
1403,4281.539835213379,165053755608.82343
1404,4257.944428261242,169041435866.47784
1405,4234.479054720133,162564810944.9468
1406,4211.142997980763,165439337488.54477
1407,4187.93554538303,158425470630.49838
1408,4164.855988194297,156685510522.59232
1409,4141.90362158772,156652691928.69122
1410,4119.077744620717,153402673282.60568
1411,4096.377660213592,137632414930.63574
1412,4073.802675128213,148540902179.8047
1413,4051.3520999468715,146450622277.0219
1414,4029.025249051212,148508998803.1466
1415,4006.8214406012853,145244581413.66415
1416,3984.739996514752,121058679711.42026
1417,3962.780242446144,85191817394.79926
1418,3940.941507766297,84365650225.79323
1419,3919.223125541862,111250821370.99818
1420,3897.62443251492,91258165944.54094
1421,3876.1447690827576,93778545335.50447
1422,3854.7834792776944,99170326483.4487
1423,3833.539910747072,67681612759.22492
1424,3812.413414733327,93262025085.60318
1425,3791.4033460541573,80593651659.6884
1426,3770.5090630828586,83464875861.73683
1427,3749.7299277286884,72676016379.75429
1428,3729.0653054174086,61039216846.89036
1429,3708.5145650719023,74506372640.41039
1430,3688.0770790928773,71220562107.16118
1431,3667.7522233397362,72668208973.99843
1432,3647.539377111481,63571034925.59721
1433,3627.437923127786,61688610779.320724
1434,3607.4472475101315,61594103987.43581
1435,3587.5667397630546,52726311800.37448
1436,3567.79579275552,53702160869.87684
1437,3548.1338027023535,58140938404.137505
1438,3528.5801691458328,55677450644.31821
1439,3509.1342949373357,57354870826.27521
1440,3489.795586219089,54501846219.65106
1441,3470.5634524060683,50803560926.3053
1442,3451.43730616792,52094764672.15486
1443,3432.416563411067,48497786734.86126
1444,3413.500643260831,46270920784.50987
1445,3394.6889680437257,47539648905.37741
1446,3375.9809632698016,43310356889.995575
1447,3357.376057615091,44698129576.9135
1448,3338.8736829041864,50815638798.51587
1449,3320.4732740928575,47702737307.24953
1450,3302.174269250825,48421403037.072586
1451,3283.9761095445847,47890362409.77555
1452,3265.878239220332,45380933138.68952
1453,3247.880105587018,45716424047.25494
1454,3229.981158999437,37319676946.549095
1455,3212.180852841468,38698674530.989204
1456,3194.478643509373,38172763861.31592
1457,3176.873990395181,38123871486.396095
1458,3159.3663558702074,35952821148.3313
1459,3141.9552052686063,36559854141.31654
1460,3124.6400068710623,40600124778.733795
1461,3107.4202318885473,36803384906.53728
1462,3090.2953544461616,32310245666.42718
1463,3073.2648515670917,34206305820.264404
1464,3056.3282031566214,33405669355.007217
1465,3039.4848919862625,34039540145.082264
1466,3022.7344036779573,30850198205.966415
1467,3006.0762266883557,29272127972.020523
1468,2989.5098522932158,30941688435.3571
1469,2973.034774571843,27839603153.24339
1470,2956.6504903916657,27263284586.470493
1471,2940.3564993928535,30437110279.50124
1472,2924.1523039730328,28085992859.31861
1473,2908.03740927211,27221894642.16212
1474,2892.011323157136,23474895694.85024
1475,2876.0735562072955,23556096451.859287
1476,2860.2236216989536,18545934608.746326
1477,2844.4610355907835,17864853189.33757
1478,2828.785316509003,21458961148.54562
1479,2813.195985732651,17234076229.047897
1480,2797.6925671789922,10387974027.764648
1481,2782.274587388954,15378129457.871227
1482,2766.941575512686,17498375216.95715
1483,2751.693063295176,14026544667.904362
1484,2736.5285850619393,16292581482.73226
1485,2721.4476777048153,15384859889.021542
1486,2706.449880667806,19175649695.138905
1487,2691.5347359330267,17781333927.63451
1488,2676.701788006715,19117355409.01062
1489,2661.9505839053077,17508110231.196156
1490,2647.280673141627,17709555443.748875
1491,2632.6916077111064,15647982348.655895
1492,2618.182942078119,11763812599.446114
1493,2603.754233162371,11202435730.832651
1494,2589.40504032536,12912065139.209064
1495,2575.1349253569338,13976423908.814724
1496,2560.9434524618937,11813865829.973454
1497,2546.8301882466967,10561915718.980654
1498,2532.794701706217,9198191567.057873
1499,2518.836564210574,9109060106.4532
1500,2504.9553494920597,11730142321.662035
1501,2491.150633632103,9827207982.271667
1502,2477.4219950483393,11971191151.656536
