,wavelength,flux_spec
1503,2463.7690144817284,11921823928.712732
1504,2450.1912749837447,10338698976.504282
1505,2436.688361903658,9791794429.89625
1506,2423.2598628758556,9254486942.96578
1507,2409.9053678072623,9246614527.308695
1508,2396.6244688648108,7505034564.01404
1509,2383.4167604629797,9888021581.676292
1510,2370.281839251424,8026853650.519904
1511,2357.2193041026376,9341523134.03789
1512,2344.2287560997206,7401632955.220059
1513,2331.3097985241884,7341302433.520587
1514,2318.4620368438514,8706491524.462452
1515,2305.6850787007816,8899673157.93115
1516,2292.97853389931,8982981938.175533
1517,2280.3420143941335,8811168075.790804
1518,2267.77513427844,8184013617.043408
1519,2255.277509772144,7379070455.810683
1520,2242.8487592101587,7986033692.413866
1521,2230.4885030307296,7558147813.256633
1522,2218.1963637638655,8612598666.514294
1523,2205.9719660197866,8038576470.12778
1524,2193.8149364774804,7694328838.315092
1525,2181.724903873293,7543352533.97365
1526,2169.701498989581,7693927005.359736
1527,2157.7443546434597,7564607521.527011
1528,2145.8531056755614,7521859165.340123
1529,2134.027388938908,6660804480.703603
1530,2122.266843287811,7483301174.748362
1531,2110.571109566835,7583116637.806521
1532,2098.939830599844,7281208940.9565935
1533,2087.372651179081,7007998753.96899
1534,2075.8692180543285,6837576738.585173
1535,2064.429179922122,7178797737.0497465
1536,2053.052187415007,6712082058.509639
1537,2041.7378930908915,6681406946.185425
1538,2030.485951422414,7245991274.811853
1539,2019.296018786407,5916686105.709674
1540,2008.1677534534003,6405767914.563684
1541,1997.1008155771738,6793690299.549842
1542,1986.0948671843946,6976320495.086435
1543,1975.1495721642827,7301257863.22208
1544,1964.2645962583563,6839907220.666636
1545,1953.4396070502205,7295994355.786495
1546,1942.6742739554084,7392254504.1179495
1547,1931.9682682113003,7451955054.084719
1548,1921.3212628670667,6586529401.385245
1549,1910.7329327736973,7064911280.434165
1550,1900.2029545740672,6636316088.833379
1551,1889.7310066930552,6924144455.416854
1552,1879.3167693277333,6807479374.6672945
1553,1868.9599244375916,7840369009.053778
1554,1858.6601557348324,6005344381.669472
1555,1848.4171486747105,6256941016.336285
1556,1838.2305904459183,7625358800.237579
1557,1828.1001699610476,6589093448.611107
1558,1818.0255778470735,7132974024.247985
1559,1808.006506435922,7089597027.448283
1560,1798.0426497550588,7769312438.302391
1561,1788.1337035181584,6788445089.265291
1562,1778.2793651158072,7691885175.245411
1563,1768.4793336062537,7177161183.385301
1564,1758.7333097062326,5711496702.934408
1565,1749.0409957818108,6208070850.291063
1566,1739.4020958393116,5944200457.239906
1567,1729.8163155162654,6183044851.378223
1568,1720.2833620724202,6480307104.227184
1569,1710.802944380811,6322568914.067245
1570,1701.3747729188551,6292632993.976638
1571,1691.9985597595248,6087623957.237385
1572,1682.674018562546,6931195411.696224
1573,1673.4008645656504,6152233813.58672
1574,1664.1788145758915,5526458075.560843
1575,1655.007586960981,5400856237.273483
1576,1645.8869016407014,6034595423.604616
1577,1636.816480078346,6563647343.9676485
1578,1627.7960452722095,6674056133.707133
1579,1618.825321747139,5787922138.8258295
1580,1609.9040355461086,6171628270.009422
1581,1601.031914221863,6188702231.073983
1582,1592.208686828595,5787968454.676552
1583,1583.4340839136646,6084358306.886637
1584,1574.707837509382,4757075284.027507
1585,1566.0296811248093,4374682799.764854
1586,1557.3993497376373,4239042971.996736
1587,1548.8165797860831,4894386415.202908
1588,1540.2811091608394,4595328680.997911
1589,1531.7926771970795,4029751822.3470697
1590,1523.351024666484,4973915400.09543
1591,1514.9558937693373,5725805581.368451
1592,1506.6070281266466,4791827192.000448
1593,1498.304172772311,5778569406.139941
1594,1490.0470741453437,5047485750.0968
1595,1481.835480082118,4354516734.109358
1596,1473.6691398086753,5142642459.980434
1597,1465.5478039330594,5105744614.989945
1598,1457.4712244377079,4472933683.155362
1599,1449.4391546718728,4941651763.556356
1600,1441.4513493440859,4798416877.362552
1601,1433.507564514677,5764689926.468454
1602,1425.6075575883115,4339032927.745634
1603,1417.7510873065944,5644642965.664259
1604,1409.9379137406954,4598143763.77671
1605,1402.16779828402,4567603400.76268
1606,1394.4405036449307,4080646860.926721
1607,1386.7557938394898,4158856269.6781774
1608,1379.1134341842633,4672585842.932904
1609,1371.5131912891477,4283523033.5292163
1610,1363.95483305024,3637802467.4956565
1611,1356.4381286427592,4116837063.8776574
1612,1348.9628485139854,4541646136.735107
1613,1341.5287643762583,4235703605.2725983
1614,1334.135649200004,3667044270.67281
1615,1326.7832772067948,4069133456.765699
1616,1319.4714238624658,4523253149.313332
1617,1312.1998658702457,3525574101.0490947
1618,1304.9683811639477,3498726940.663828
1619,1297.7767489011826,3415642690.150473
1620,1290.6247494566132,4681955173.447417
1621,1283.5121644152528,3766649258.172814
1622,1276.4387765657875,3782962022.5064707
1623,1269.4043698939504,2627328392.047557
1624,1262.4087295759207,2578346404.9511123
1625,1255.4516419717615,2992939570.4025817
1626,1248.5328946189009,3027672379.744762
1627,1241.652276225636,2927742376.0025897
1628,1234.809576664688,2454626085.7695
1629,1228.0045869667827,2352375171.6084414
1630,1221.2370993142636,1061485572.3478528
1631,1214.506907034754,777715838.6054513
1632,1207.8138045948363,1149816432.9849195
1633,1201.1575875937856,1280484464.0730371
1634,1194.5380527573163,1421340859.8363726
1635,1187.9549979313836,2204487755.6989427
1636,1181.4082220760054,2329485628.2377005
1637,1174.8975252591208,2329582536.6639953
1638,1168.4227086504918,2157375501.490446
1639,1161.9835745156215,2105628728.5468593
1640,1155.5799262097237,2026266495.131277
1641,1149.2115681717146,2231329195.9385734
1642,1142.8783059182367,2456865606.7732887
1643,1136.579946037728,1974904121.5940325
1644,1130.316296184505,1958488808.0478058
1645,1124.0871650728989,2202053939.8570657
1646,1117.8923624714075,1618658057.3159914
1647,1111.7316991968855,1515252582.3482184
1648,1105.6049871087725,1573666011.1886115
1649,1099.512039103339,1870844626.51113
1650,1093.4526691079814,1722151709.0309525
1651,1087.426692075535,1392611552.3740962
1652,1081.4339239786186,1596034024.268215
1653,1075.4741818040256,1623845086.2522504
1654,1069.547283547123,1608069304.2684226
1655,1063.6530482063015,1470806921.54013
1656,1057.791295777445,1750345360.762167
1657,1051.9618472484308,1400964241.2184112
1658,1046.164524593669,1470521500.9714081
1659,1040.3991507686583,1056865704.5825468
1660,1034.6655497045858,942015069.1482217
1661,1028.963546302948,338013342.4240099
1662,1023.2929664301988,455920850.9306154
1663,1017.65363691244,798044918.7200925
1664,1012.0453855301245,910771646.9323643
1665,1006.4680410128035,1031308707.4007716
1666,1000.9214330338934,877025239.4052846
1667,995.4053922054711,678900303.056382
1668,989.9197500731077,895332395.7745676
1669,984.464339110718,581686214.1797612
1670,979.038992715445,258142914.8394903
1671,973.6435452025814,141686225.00777277
1672,968.277831800494,312532909.9939097
1673,962.9416886456017,513802490.3923247
1674,957.6349527773747,604553447.7311835
1675,952.3574621333466,363398582.69672227
1676,947.1090555441718,234678611.41432232
1677,941.8895727287087,693657128.00947
1678,936.6988542891125,120862416.81696163
1679,931.5367417059772,109377025.70890164
1680,926.4030773334882,64495929.70915192
1681,921.2977043946177,64554186.63518146
1682,916.2204669763242,66899080.5793748
1683,911.1712100247973,43862850.36504434
1684,906.1497793407283,37373255.12963671
1685,901.1560215745887,34344032.22044536
1686,896.1897842219543,34325486.88071739
1687,891.250915618853,34298736.5196369
1688,886.3392649371204,34232667.70857094
1689,881.4546821798037,34135338.82040282
1690,876.597018176575,34012376.89388851
1691,871.7661245791844,33676996.66909395
1692,866.9618538569181,34034557.15443159
1693,862.184059292099,33205057.337589417
1694,857.4325949756102,38383547.146289945
1695,852.7073158024301,33946876.70758994
1696,848.0080774672065,40959793.56562888
1697,843.3347364598472,33760039.20144517
1698,838.6871500611444,81024308.8215415
1699,834.0651763384045,32051761.06496552
1700,829.4686741411208,32822527.293647554
1701,824.8975030966657,33623295.210872754
1702,820.3515236059958,33976676.4772675
1703,815.8305968393922,34269404.7811142
1704,811.334584732227,34420390.51786784
1705,806.8633499807362,35112719.36072324
1706,802.416756037833,34504241.24891552
1707,797.994667108935,34394547.71879111
1708,793.5969481478243,33634757.77278345
1709,789.2234648525116,31967898.31521806
1710,784.8740836611422,30369754.50061115
1711,780.5486717479196,31677952.97408924
1712,776.2470970190407,33381646.29469155
1713,771.969228108667,32136762.452041097
1714,767.7149343749169,29669572.850657184
1715,763.4840858958661,28947220.525362086
1716,759.276553465587,31561473.540951136
1717,755.0922085901996,33010412.696933005
1718,750.9309234839535,33584625.003804855
1719,746.7925710653161,33883848.92087579
1720,742.677024953097,36465385.50418333
1721,738.5841594625914,34399098.06663081
1722,734.5138496017344,34622066.96107732
1723,730.4659710672876,34749132.98259297
1724,726.4404002410475,55030996.75170509
1725,722.4370141860616,34969355.264150284
1726,718.4556906428797,35069844.80183368
1727,714.4963080258177,35054036.423277535
1728,710.5587454192497,34858245.37085346
1729,706.6428825739072,34663759.46347052
1730,702.7485999032107,34566547.07334433
1731,698.8757784796227,34542389.44355512
1732,695.0243000310062,36167702.98044044
1733,691.1940469370192,33938404.61515178
1734,687.3849022255193,33367058.207652796
1735,683.596749568998,33315004.242302485
1736,679.8294732810189,34094581.304498285
1737,676.082958312689,34880506.9814113
1738,672.3570902491499,34817509.37708497
1739,668.6517553060752,35584897.24800777
1740,664.9668403261995,34003674.114427246
1741,661.302232775867,34201387.87986449
1742,657.6578207415865,34505461.55666797
1743,654.0334929266196,34877409.64322577
1744,650.4291386475786,35211296.08794488
1745,646.8446478310516,35113508.83889347
1746,643.2799110102335,34804449.00675628
1747,639.7348193215865,34631554.18920393
1748,636.2092645015198,34867222.20748536
1749,632.7031388830753,35159980.50836946
1750,629.2163353926435,35374385.85961161
1751,625.7487475466972,35364572.2675258
1752,622.3002694485324,35349898.714881
1753,618.8707957850389,35202857.57532084
1754,615.4602218234826,34846739.62045509
1755,612.0684434083103,34451076.47923044
1756,608.6953569579633,40916779.13794309
1757,605.3408594617166,34390815.86077435
1758,602.0048484765372,36180762.22615103
1759,598.6872221239483,34798911.24307199
1760,595.3878790869217,35254524.7414137
1761,592.1067186067869,35720216.1406842
1762,588.8436404801473,35876903.50790114
1763,585.5985450558247,35586172.578578316
1764,582.3713332318133,35127580.604641914
1765,579.161906452259,34889304.501249395
1766,575.9701667044411,34961473.879312955
1767,572.7960165157841,35048220.31524466
1768,569.6393589508829,35161271.113284536
1769,566.5000976085369,35371719.41542529
1770,563.3781366188099,35594100.59933857
1771,560.2733806401004,35698603.271461956
1772,557.1857348562341,34432578.9614199
1773,554.1151049735619,32955308.08691263
1774,551.0613972180834,31565910.520776503
1775,548.0245183325865,31365846.837932836
1776,545.004375573793,31830896.963080212
1777,542.0008767095294,32303850.52587821
1778,539.0139300159134,32904701.68283229
1779,536.0434442745465,33743953.9823615
1780,533.0893287697327,34611438.5020561
1781,530.1514932857051,35423285.53143728
1782,527.2298481038764,35660073.18794947
1783,524.3243040000916,35778345.629039206
1784,521.4347722419069,35896962.39667912
1785,518.5611645858827,35297203.389701776
1786,515.7033932748824,34017939.03872116
1787,512.8613710353962,32825556.209931426
1788,510.035011074878,33011197.211738113
1789,507.2242270790896,33878824.99915978
1790,504.42893320946774,40296947.454187945
1791,501.6490441005017,35028422.56615809
1792,498.8844748571302,35359925.799331695
1793,496.1351410521417,34568117.14748021
1794,493.4009587236008,34242739.33420875
1795,490.68184437228535,33926869.55332394
1796,487.97771495913184,33745009.45972797
1797,485.288487902702,33618554.389398664
1798,482.6140810766635,33493530.845907062
1799,479.95441280727607,33419983.954455562
1800,477.30940187090204,50413649.770250864
1801,474.6789674915224,33880919.37887934
1802,472.06302933827527,58972938.14565932
1803,469.46150752299593,34285151.7286889
1804,466.8743225977808,34044739.42876344
1805,464.30139555256324,35566395.42480506
1806,461.7426478126951,33563545.763221875
1807,459.1980012365517,33466540.12637804
1808,456.66737811314255,33644914.16388347
1809,454.15070115974294,33833938.91865401
1810,451.6478935195268,33997862.58587642
1811,449.15887875922357,33651742.669856116
1812,446.6835808667865,33096837.355077885
1813,444.22192424906564,32551261.851509016
1814,441.7738337295016,32025424.70166039
1815,439.3392345458336,31916531.73800071
1816,436.91805234780963,32019319.333827738
1817,434.51021319492054,32122570.966476914
1818,432.11564355413935,32226287.882924568
1819,429.73427029767964,32284110.37530085
1820,427.3660207007569,32159187.64583628
1821,425.01082243937003,32016698.42475162
1822,422.6686035880957,31887687.767467264
1823,420.3392926178861,32129515.27072173
1824,418.0228183938874,34287966.96345723
1825,415.7191101732698,33756625.66084527
1826,413.4280976030623,33306595.416523412
1827,411.14971071800716,33379717.202550333
1828,408.88387993842167,33447804.84786437
1829,406.6305360680768,33506904.56598052
1830,404.38961029207894,33492290.204637397
1831,402.1610341747706,33241746.28657386
1832,399.94473965764337,32974895.408079956
1833,397.740659057254,32723005.67828905
1834,395.5487250631604,32444167.749350797
1835,393.3688707358682,31541146.48657275
1836,391.2010295047817,30648805.34893831
1837,389.0451351661741,29341512.542122718
1838,386.9011218811638,28681611.439257372
1839,384.76892417370766,54537619.319733314
1840,382.6484769285961,28171050.56822208
1841,380.53971538946666,30031640.73347364
1842,378.4425751568296,29585588.58548541
1843,376.3569921860957,30321865.378578372
1844,374.2829027856241,30880435.772758707
1845,372.22024361477554,31102094.32015622
1846,370.16895168198045,31319574.32733882
1847,368.1289643428118,31539326.99187036
1848,366.1002192980732,31684898.949250914
1849,364.08265459189926,31037173.258362923
1850,362.07620860985884,30284061.586529583
1851,360.08082007707566,29551161.37203772
1852,358.0964280563592,28838168.27834581
1853,356.1229719463391,28165971.57509413
1854,354.16039147961806,27540815.777467195
1855,352.2086267209291,28097341.94371236
1856,350.2676180653086,26352253.720068023
1857,348.33730623627144,25833055.62919873
1858,346.41763228400305,25746837.168648586
1859,344.50853758356135,25817411.531485576
1860,342.6099638330815,25889383.46365338
1861,340.7218530519989,25962769.030347414
1862,338.8441475792792,26058929.686521083
1863,336.9767900716538,26461748.631269243
1864,335.1197235018717,27185704.430606406
1865,333.2728911569561,27929698.10964979
1866,331.4362366364753,28694573.893515524
1867,329.6097038508164,29480832.499418397
1868,327.7932370194741,30005048.980618205
1869,325.98678066934957,29442858.986380525
1870,324.19027963305206,28787245.538535476
1871,322.4036790472163,28149136.015081625
1872,320.626924350829,27528021.4271519
1873,318.8599612835585,26923331.631304298
1874,317.1027358841005,25712129.28612113
1875,315.35519448852904,23995144.95388264
1876,313.6172837286597,22405656.328241162
1877,311.88895053041614,20926798.293456633
1878,310.17014211221175,19510126.04534283
1879,308.4608059833387,18271190.83563175
1880,306.7608899423618,18623673.017577257
1881,305.07034207552675,19702358.089924246
1882,303.3891107551733,20848630.529843736
1883,301.717144638161,22062724.724945717
1884,300.05439266429806,22284426.118376404
1885,298.4008040547833,21733148.016376395
1886,296.75632831065747,21211468.75520375
1887,295.1209152112572,21291560.179269396
1888,293.49451481268386,21885296.461268056
1889,291.87707744627903,22979347.564300384
1890,290.26855371710485,23078292.440247867
1891,288.6688945024379,23049234.774220802
1892,287.0780509502673,22906413.188171975
1893,285.4959744778059,22617207.652672593
1894,283.9226167700025,22286074.77690158
1895,282.35792977806835,21387536.376809064
1896,280.80186571801175,20454889.41261412
1897,279.2543770691749,19662314.387727387
1898,277.71541657278465,21436621.890926704
1899,276.1849372305108,21025315.25432668
1900,274.66289230302755,21955935.802798335
1901,273.14923530858835,22039224.55477038
1902,271.6439200216054,21447253.320009872
1903,270.14690047123986,20871246.910575997
1904,268.65813093999503,20600717.944122504
1905,267.17756596232135,21101316.50257727
1906,265.70516032323,21656346.5898039
1907,264.2408690569089,22061379.209751274
1908,262.78464744535046,20428980.075707883
1909,261.33645101698824,18375506.840144165
1910,259.89623554533523,16631778.608293483
1911,258.4639570476357,15477394.452393219
1912,257.0395717835204,14716409.100917649
1913,255.62303625367346,15478493.736679133
1914,254.2143071985004,16595577.777091235
1915,252.8133415968088,18976978.37079568
1916,251.4200966644961,26133397.200668987
1917,250.0345298532397,16656205.076939177
1918,248.6565988491996,15235148.592366317
1919,247.2862615717255,14037147.138157593
1920,245.92347617207355,18341134.100416213
1921,244.56820103212507,12930944.3498653
1922,243.2203947631173,13657641.592627153
1923,241.8800162043811,12822249.365447044
1924,240.54702442208068,12762866.04900854
1925,239.22137870796493,12495622.60800387
1926,237.90303857812603,10217228.726705218
1927,236.59196377176013,8893620.956902688
1928,235.28811424993933,7748126.300834361
1929,233.99145019438856,6575978.706118281
1930,232.7019320062711,4725342.884865987
1931,231.4195203049766,3303956.74706123
1932,230.1441759269197,2348482.748940388
1933,228.87585992434563,1943666.6943721
1934,227.6145335641377,1679425.372671037
1935,226.36015832663603,1532149.1260302428
1936,225.11269590446275,1472744.9806677832
1937,223.8721082013488,1415826.6458701899
1938,222.638357330973,1351384.9522624018
1939,221.41140561580355,1270558.6932476442
1940,220.19121558594972,1201452.0722577968
1941,218.97774997801454,1217530.446811861
1942,217.77097173395816,1260284.8446585415
1943,216.57084399996765,1305758.1082487307
1944,215.37733012532865,1316163.3032699495
1945,214.19039366130758,1293130.6161380808
1946,213.00999836003982,1270518.7619107724
1947,211.83610817341997,1248319.7240324256
1948,210.66868725200294,1226525.647335989
1949,209.50769994390814,1204707.8451026764
1950,208.35311079373238,1182728.3151315066
1951,207.20488454146482,1161139.1036940843
1952,206.06298612141094,1139935.8845657548
1953,204.92738066112335,1117306.4051492054
1954,203.7980334803343,1086835.4986514337
1955,202.67491008989782,1056178.7142292995
1956,201.5579761907363,1038271.2991500865
1957,200.44719767279395,1038298.2213292922
1958,199.3425406139933,1038692.3454178735
1959,198.24397127919994,1036681.1911183518
1960,197.15145611919394,988588.9797658098
1961,196.06496176964254,926932.2937210912
1962,194.98445505008272,869444.738324939
1963,193.90990296290866,820886.4315225261
1964,192.84127269236237,796695.1802154917
1965,191.77853160353226,775752.1869720991
1966,190.7216472413564,746803.9808376841
1967,189.67058732963255,699867.0061507839
1968,188.6253197700303,655255.2255635384
1969,187.58581264111194,613594.8313585803
1970,186.55203419735878,574684.5566422726
1971,185.52395286819927,564848.366872877
1972,184.5015372570463,586911.6308287856
1973,183.4847561403391,609938.0131429386
1974,182.47357846658775,633911.4169076851
1975,181.46797335542638,636144.8702279797
1976,180.46791009666916,619139.1026135387
1977,179.47335814937426,580716.5547966962
1978,178.48428714090846,526765.9723699911
1979,177.50066686602125,478114.81178372825
1980,176.52246728592309,457065.1871332099
1981,175.54965852736606,461676.51496118575
1982,174.58221088173258,466794.9873469495
1983,173.6200948041292,472424.521993594
1984,172.6632809124823,479718.56221397145
1985,171.71173998664202,489746.92031118256
1986,170.76544296748938,500815.4325790359
1987,169.82436095605019,509815.436665991
1988,168.88846521261033,509903.8250877587
1989,167.95772715583922,509406.30328546267
1990,167.03211836191792,508955.2345648845
1991,166.1116105636691,507335.94141939736
1992,165.19617564969516,493522.06052160636
1993,164.28578566351905,477048.7277580381
1994,163.38041280273174,461184.3738600403
1995,162.48002941814124,445903.4518331199
1996,161.58460801292938,429118.276708805
1997,160.69412124181275,410906.8003401521
1998,159.8085419102059,393794.86265165487
1999,158.92784297339165,376355.4308244213
2000,158.05199753569636,354178.4110145779
2001,157.18097884966636,332783.3506465259
2002,156.31476031525253,312783.11890577653
2003,155.45331547899738,294081.2078503018
2004,154.59661803322834,281420.4527027444
2005,153.74464181525252,274665.07504858385
2006,152.89736080655865,268082.8811264355
2007,152.05474913202346,261665.29856130754
2008,151.21678105911957,255532.13387202684
2009,150.3834309971306,252461.86588687997
2010,149.55467349637064,250725.54180964583
2011,148.73048324740503,249083.81274078938
2012,147.91083508027887,247533.11800462205
2013,147.09570396374758,245225.08929665977
2014,146.28506500451374,234941.9190700908
2015,145.47889344646515,223730.62740406208
2016,144.6771646699195,213727.27152172895
2017,143.87985419087366,204805.54137139497
2018,143.08693766025388,195986.85340581965
2019,142.29839086317347,180163.08602588708
2020,141.51418971819376,164446.8766029125
2021,140.73431027658714,150742.74284117974
2022,139.95872872160703,138252.0685002746
2023,139.18742136775953,124801.42432545748
2024,138.42036466008162,112497.57718499009
2025,137.65753517341983,101510.866322489
2026,136.89890961171602,92412.86763432913
2027,136.1444648072965,86697.7978356994
2028,135.3941777201628,81579.62700722869
2029,134.64802543728965,76781.0541745299
2030,133.9059851719239,75527.7241668429
2031,133.1680342628906,87559.02506188455
2032,132.4341501738985,103351.46676073721
2033,131.70431049285327,101139.03620724168
2034,130.97849293117352,78654.24822068601
2035,130.2566753231086,77134.88565045371
2036,129.53883562506246,78362.335740334
2037,128.82495191492131,79672.0401280233
2038,128.11500239138257,80346.82664922594
2039,127.40896537329002,72559.23484928366
2040,126.70681929897125,69442.11727513469
2041,126.00854272558024,75098.97231562751
2042,125.31411432844084,81396.48373718072
2043,124.62351290039649,82539.64464612385
2044,123.93671735116321,79142.4360324031
2045,123.25370670668401,75894.76385019683
2046,122.57446010848913,72789.64056197707
2047,121.89895681305993,69820.42316494836
2048,121.22717619119365,66792.11814422812
2049,120.55909772737455,55628.81164253397
2050,119.89470101914704,42904.92162460763
2051,119.2339657764933,33270.002672078226
2052,118.57687182121234,25936.404027943456
2053,117.92339908630447,21153.682470751817
2054,117.2735276153593,20363.246931668888
2055,116.62723756194465,19935.79077357958
2056,115.98450918900137,19523.872238395164
2057,115.34532286824123,19126.77985494561
2058,114.70965907954589,18743.83905159853
2059,114.07749841037213,18508.073615346555
2060,113.44882155515813,19706.38131020319
2061,112.82360931473514,21418.22302741216
2062,112.20184259573941,23307.731790162175
2063,111.58350241003029,25394.888767781184
2064,110.96856987411053,27702.04759484475
2065,110.35702620854853,30254.224110420353
2066,109.7488527374054,30251.135833188902
2067,109.14403088766548,26739.53648708884
2068,108.5425421886674,23631.046834341352
2069,107.94436827154131,21202.77361137037
2070,107.34949086864722,20271.619747872104
2071,106.75789181301819,19530.615850688584
2072,106.16955303780401,18755.56295441888
2073,105.58445657572018,16086.871696032034
2074,105.00258455849999,13125.932482522445
2075,104.42391921634736,10781.16796700265
2076,103.84844287739514,8915.58692469623
2077,103.276137967165,7406.114119351992
2078,102.70698700803145,6159.3037227038
2079,102.140972618687,5179.639302722187
2080,101.57807751361187,5508.757602681298
2081,101.01828450254678,6474.175959136417
2082,100.46157648996667,7653.295523217132
2083,99.90793647455929,8041.336214643802
2084,99.35734754870667,5770.70927807217
2085,98.80979289796744,4176.87416483436
2086,98.26525580056408,3150.501181569899
2087,97.7237196268722,2613.913074631559
2088,97.18516783891305,2332.8254263679596
2089,96.64958398984754,2088.749006949813
2090,96.11695172347457,1879.6788702424376
2091,95.58725477373194,1753.2129838024712
2092,95.06047696419854,1656.7436561475085
2093,94.53660220760095,1565.826741296306
2094,94.01561450532274,1486.0583503215419
2095,93.49749794691459,1449.8737728471763
2096,92.98223670960927,1422.1608151113185
2097,92.46981505783818,1395.2019408093968
2098,91.96021734275124,1368.9691794896798
2099,91.45342800173813,1343.4358840926557
2100,90.94943155795356,528.1506786904018
2101,90.44821261984495,0.0
2102,89.94975588068155,0.0
2103,89.4540461180875,0.0
2104,88.96106819357725,0.0
2105,88.47080705209251,0.0
2106,87.98324772154292,0.0
2107,87.49837531234866,0.0
2108,87.01617501698631,0.0
2109,86.53663210953562,0.0
2110,86.05973194523045,0.0
2111,85.58545996001179,0.0
2112,85.11380167008218,0.0
2113,84.644742671464,0.0
2114,84.17826863955928,0.0
2115,83.7143653287128,0.0
2116,83.25301857177614,0.0
2117,82.79421427967556,0.0
2118,82.33793844098214,0.0
2119,81.88417712148294,0.0
2120,81.4329164637559,0.0
2121,80.98414268674729,0.0
2122,80.53784208534965,0.0
2123,80.0940010299841,0.0
2124,79.65260596618371,0.0
2125,79.21364341418014,0.0
2126,78.7770999684911,0.0
2127,78.34296229751142,0.0
2128,77.91121714310636,0.0
2129,77.4818513202058,0.0
2130,77.05485171640214,0.0
2131,76.6302052915501,0.0
2132,76.20789907736776,0.0
2133,75.78792017704107,0.0
2134,75.37025576482971,0.0
2135,74.95489308567596,0.0
2136,74.54181945481432,0.0
2137,74.13102225738453,0.0
2138,73.72248894804687,0.0
2139,73.31620705059797,0.0
2140,72.91216415759045,0.0
2141,72.51034792995432,0.0
2142,72.1107460966193,0.0
2143,71.71334645414065,0.0
2144,71.31813686632626,0.0
2145,70.92510526386654,0.0
2146,70.53423964396495,0.0
2147,70.14552806997196,0.0
2148,69.7589586710209,0.0
2149,69.37451964166458,0.0
2150,68.99219924151524,0.0
2151,68.61198579488598,0.0
2152,68.23386769043448,0.0
2153,67.8578333808077,0.0
2154,67.48387138228966,0.0
2155,67.11197027445111,0.0
2156,66.74211869979997,0.0
2157,66.37430536343484,0.0
2158,66.00851903270049,0.0
2159,65.64474853684412,0.0
2160,65.2829827666746,0.0
2161,64.92321067422301,0.0
2162,64.56542127240583,0.0
2163,64.20960363468842,0.0
2164,63.85574689475204,0.0
2165,63.50384024616211,0.0
2166,63.15387294203754,0.0
2167,62.8058342947229,0.0
2168,62.459713675462446,0.0
2169,62.11550051407468,0.0
2170,61.773184298630156,0.0
2171,61.43275457513014,0.0
2172,61.09420094718786,0.0
2173,60.757513075710285,0.0
2174,60.422680678582715,0.0
2175,60.089693530355255,0.0
2176,59.75854146192957,0.0
2177,59.42921436024897,0.0
2178,59.10170216798977,0.0
2179,58.775994883253475,0.0
2180,58.45208255926177,0.0
2181,58.129955304052565,0.0
2182,57.809603280178386,0.0
2183,57.49101670440515,0.0
2184,57.17418584741387,0.0
2185,56.85910103350379,0.0
2186,56.54575264029627,0.0
2187,56.234131098441324,0.0
2188,55.924226891325176,0.0
2189,55.61603055478014,0.0
2190,55.30953267679483,0.0
2191,55.004723897227144,0.0
2192,54.70159490751864,0.0
2193,54.40013645040972,0.0
2194,54.10033931965718,0.0
2195,53.80219435975346,0.0
2196,53.505692465646234,0.0
2197,53.210824582460965,0.0
2198,52.91758170522408,0.0
2199,52.62595487858836,0.0
2200,52.33593519655893,0.0
2201,52.04751380222139,0.0
2202,51.76068188747195,0.0
2203,51.475430692747494,0.0
2204,51.191751506758614,0.0
2205,50.909635666223785,0.0
2206,50.62907455560419,0.0
2207,50.35005960684103,0.0
2208,50.07258229909365,0.0
2209,49.79663415847976,0.0
2210,49.522206757816,0.0
2211,49.24929171636091,0.0
2212,48.977880699559265,0.0
2213,48.70796541878701,0.0
2214,48.43953763109833,0.0
2215,48.17258913897434,0.0
2216,47.90711179007201,0.0
2217,47.64309747697572,0.0
2218,47.38053813694942,0.0
2219,47.11942575169078,0.0
2220,46.8597523470857,0.0
2221,46.601509992965205,0.0
2222,46.344690802863425,0.0
2223,46.089286933776215,0.0
2224,45.83529058592209,0.0
2225,45.58269400250369,0.0
2226,45.33148946947145,0.0
2227,45.081669315287286,0.0
2228,44.83322591069073,0.0
2229,44.58615166846612,0.0
2230,44.34043904321043,0.0
2231,44.096080531103034,0.0
2232,43.85306866967686,0.0
2233,43.61139603758994,0.0
2234,43.37105525439917,0.0
2235,43.13203898033465,0.0
2236,42.89433991607599,0.0
2237,42.65795080252881,0.0
2238,42.42286442060331,0.0
2239,42.1890735909941,0.0
2240,41.95657117396042,0.0
2241,41.72535006910834,0.0
2242,41.495403215174235,0.0
2243,41.26672358980851,0.0
2244,41.03930420936163,0.0
2245,40.8131381286706,0.0
2246,40.58821844084718,0.0
2247,40.364538277066515,0.0
2248,40.14209080635757,0.0
2249,39.9208692353948,0.0
2250,39.70086680829016,0.0
2251,39.48207680638708,0.0
2252,39.26449254805545,0.0
2253,39.048107388487196,0.0
2254,38.83291471949359,0.0
2255,38.61890796930328,0.0
2256,38.40608060236196,0.0
2257,38.194426119132316,0.0
2258,37.983938055895685,0.0
2259,37.77460998455499,0.0
2260,37.56643551243791,0.0
2261,37.359408282101995,0.0
2262,37.15352197114032,0.0
2263,36.94877029198877,0.0
2264,36.745146991733534,0.0
